# size  |   C-Seq   Reo-Seq     |   C-Alt       Reo-Alt |   C-EARep     Reo-EARep |     C-EAOSeq    Reo-EAOSeq
#--------------------------------------------------------------------------------------------------------------
0       0           0               0           0           0           0               0           0
4       0.21345524  0.026564892     0.2317443   0.2843876   0.1863252   0.03228314      1.3466524   0.9987709
16      10.21136    1.3540224       -           -           0.673219    1.435454        1.831226    3.221851
64      43.723728   34.594992       -           -           1.7415759   28.79088        -           -
256     180.61084   254.18812       -           -           4.423539    156.3336        -           -
512     368.2022    761.9697        -           -           7.927638    355.2435        -           -
